SG_UF,NM_MUNICIPIO,CD_TSE,CD_IBGE
MA,JUNCO DO MARANHÃO,7781,2105658
RN,ANGICOS,16152,2400802
MG,SÃO GONÇALO DO RIO PRETO,45098,3125507
PB,CURRAL DE CIMA,19100,2505279
RS,SÃO PAULO DAS MISSÕES,88897,4319307
BA,JUCURUÇU,36706,2918456
TO,DUERÉ,93475,1707306
RS,ENTRE RIOS DO SUL,85928,4306957
GO,ITARUMÃ,94218,5211305
MG,PADRE CARVALHO,41262,3146255
MG,BUENO BRANDÃO,41815,3109105
TO,SANTA TEREZA DO TOCANTINS,92606,1719004
SP,PONGAÍ,69035,3540101
GO,SÃO PATRÍCIO,93483,5220280
BA,ARAMARI,33430,2902203
MG,SÃO GERALDO DA PIEDADE,52310,3161601
MG,MOEMA,48470,3142403
MG,VARGEM BONITA,54119,3170602
SC,ROMELÂNDIA,82996,4215208
MT,PARANAÍTA,98833,5106299
ES,DORES DO RIO PRETO,56391,3202009
MG,BRÁS PIRES,41734,3108701
GO,TURVÂNIA,96318,5221502
RS,VALE REAL,88080,4322541
SC,PAINEL,81264,4211892
RS,JAQUIRANA,84905,4311122
TO,TAGUATINGA,96156,1720903
PA,SÃO FRANCISCO DO PARÁ,5479,1507409
SC,PIRATUBA,82570,4213104
GO,INACIOLÂNDIA,93165,5209937
MG,LADAINHA,47392,3137007
MA,SÃO DOMINGOS DO AZEITÃO,8265,2110658
MG,AUGUSTO DE LIMA,40959,3104809
GO,NAZÁRIO,94854,5214408
GO,NOVO BRASIL,95010,5215207
MG,FREI LAGONEGRO,42064,3126950
TO,COMBINADO,92142,1705557
MG,IBIRACATU,42200,3129657
SP,LUCIANÓPOLIS,66516,3527504
MG,JEQUITAÍ,47112,3135605
MG,LAGOA DOS PATOS,47457,3137304
PB,BOA VISTA,19941,1400100
SP,BERNARDINO DE CAMPOS,62251,3506300
TO,SÃO VALÉRIO,92681,1720499
RS,AMETISTA DO SUL,86304,4300646
RS,NOVA BRÉSCIA,87637,4313003
MT,NOVA BANDEIRANTES,90387,5106158
PR,ANTONIO OLINTO,74233,4101309
PA,BREJO GRANDE DO ARAGUAIA,5932,1501758
PB,CACIMBA DE AREIA,19690,2503407
PB,AREIAL,19232,2501203
PR,NOVA SANTA ROSA,79790,4117222
SP,ALTO ALEGRE,61212,1400050
PI,NOSSA SENHORA DOS REMÉDIOS,11355,2206803
MT,SANTA CRUZ DO XINGU,90980,5107743
SP,BRAÚNA,62553,3507704
BA,ITAQUARA,36358,2916708
RS,CAPIVARI DO SUL,88200,4304671
RS,ARROIO DO TIGRE,85235,4301206
BA,NOVA ITARANA,37575,2922805
MG,MOEDA,48453,3142304
SP,TAQUARAL,62260,3553658
SC,MONTE CARLO,80004,4211058
MG,TURVOLÂNDIA,53953,3169802
PI,FRANCISCO SANTOS,10839,2204204
RS,SÃO VALENTIM,88978,4319703
GO,BURITI DE GOIÁS,93106,5203939
BA,MORPARÁ,37338,2921609
RN,CRUZETA,16594,2403004
MG,BOTUMIRIM,41696,3108503
RN,RODOLFO FERNANDES,18171,2411007
PB,JURIPIRANGA,20591,2507903
PB,SÃO FRANCISCO,19860,2513984
PB,BARAÚNA,19305,2401453
GO,ALOÂNDIA,92096,5200506
PI,BOCAINA,10359,2201804
PR,BRASILÂNDIA DO SUL,74187,4103370
AM,ITAPIRANGA,2437,1302009
MG,ACAIACA,40070,3100401
PR,PITANGUEIRAS,74667,3539509
PR,SANTANA DO ITARARÉ,78557,4124004
SP,PALESTINA,68012,2706208
GO,ARENÓPOLIS,96717,5202353
AM,SÃO SEBASTIÃO DO UATUMÃ,98450,1303957
PR,PARAÍSO DO NORTE,77410,4118006
MG,PATIS,41300,3147956
MG,SABINÓPOLIS,51357,3156809
MG,MAMONAS,40401,3139250
RS,CACIQUE DOBLE,85634,4303202
AL,ROTEIRO,28550,2707800
PB,CACHOEIRA DOS ÍNDIOS,19674,2503308
MA,NOVA IORQUE,8451,2107308
PI,RIBEIRA DO PIAUÍ,12602,2208874
MG,GOIABEIRA,42145,3127370
TO,BABAÇULÂNDIA,92592,1703008
CE,PENAFORTE,15130,2310605
SP,MACEDÔNIA,66656,3528205
RS,RELVADO,85766,4315453
SP,SILVEIRAS,71412,3552007
TO,MIRACEMA DO TOCANTINS,94617,1713205
MG,PIAU,50016,3150109
MA,MILAGRES DO MARANHÃO,7960,2106672
PI,OLHO DÁGUA DO PIAUÍ,12483,2207108
RN,CORONEL EZEQUIEL,16551,2402808
RS,SALTO DO JACUÍ,89753,4316451
PR,IGUARAÇU,75957,4110003
PB,SÃO JOSÉ DE PRINCESA,19445,2514552
MG,GRUPIARA,45578,3127909
SE,CEDRO DE SÃO JOÃO,31313,2801603
MS,ANAURILÂNDIA,90158,5000807
SP,CEDRAL,63274,2103109
GO,ADELÂNDIA,96911,5200159
RS,HARMONIA,85189,4309555
MG,CÓRREGO FUNDO,41947,3119955
PI,SANTO ANTÔNIO DOS MILAGRES,12653,2209450
PR,MARILÂNDIA DO SUL,74330,4114906
GO,SÃO FRANCISCO DE GOIÁS,95931,5219902
PI,BELÉM DO PIAUÍ,12335,2201572
MG,SANTO HIPÓLITO,52116,3160603
GO,JAUPACI,94358,5212006
SC,BELMONTE,80748,2903409
RS,FAXINALZINHO,86029,4308052
MG,JOANÉSIA,47210,3136108
MA,OLINDA NOVA DO MARANHÃO,8028,2107456
PI,SÃO FÉLIX DO PIAUÍ,11916,2209609
MT,ITIQUIRA,90913,5104609
SC,ERVAL VELHO,81019,4205209
MA,SÃO RAIMUNDO DO DOCA BEZERRA,8427,2111631
PR,CAMBIRA,74730,4103800
MG,CAMPO FLORIDO,42277,3111408
RS,AMARAL FERRADOR,86045,4300638
PB,MOGEIRO,20893,2509404
MG,RESSAQUINHA,50873,3154408
RN,MONTE DAS GAMELEIRAS,17574,2407906
MT,POXORÉU,91391,5107008
RS,PIRAPÓ,84778,4314555
PR,FOZ DO JORDÃO,75361,4108452
GO,SÃO SIMÃO,96059,3550902
MG,FRONTEIRA DOS VALES,49352,3127057
RS,SELBACH,89079,4320305
PR,PINHALÃO,77631,4119202
PR,SANTA AMÉLIA,78395,4123105
MG,DELFINÓPOLIS,44237,3121209
SC,MATOS COSTA,82090,4210704
SP,DOLCINÓPOLIS,63851,3514205
BA,LENÇÓIS,36870,2919306
PE,XEXÉU,23060,2616506
PI,CAMPO ALEGRE DO FIDALGO,12351,2202117
GO,RIALMA,95656,5218607
RS,MATA,87432,4312104
RS,QUATRO IRMÃOS,89389,4315313
GO,GOIANDIRA,93696,5208509
AL,MINADOR DO NEGRÃO,28053,2705309
SC,CORDILHEIRA ALTA,81043,4204350
TO,PONTE ALTA DO TOCANTINS,95532,1717909
MA,BOA VISTA DO GURUPI,7323,2101970
SP,SANTA MARIA DA SERRA,70416,3547007
RS,PINTO BANDEIRA,89540,4314548
GO,PEROLÂNDIA,93068,5216452
ES,ICONHA,56510,3202603
RS,LIBERATO SALZANO,87335,4311601
RS,NOVA PALMA,87653,4313102
MG,IBITURUNA,45993,3130002
RS,VITÓRIA DAS MISSÕES,88129,4323754
RS,SILVEIRA MARTINS,84956,4320651
SC,PORTO BELO,82651,4213500
MG,ITAMBÉ DO MATO DENTRO,46558,3132800
TO,CACHOEIRINHA,73067,1703826
MG,UMBURATIBA,54054,3170305
MG,IBITIÚRA DE MINAS,45977,3129905
SP,IPORANGA,65250,3521200
SP,CAIUÁ,62839,3509106
PB,SÃO JOSÉ DO SABUGI,21954,2514701
SP,GASTÃO VIDIGAL,64378,3516804
MG,TAQUARAÇU DE MINAS,53651,3168309
PI,LAGOA DO BARRO DO PIAUÍ,10340,2205565
PB,DESTERRO,20095,2505402
BA,BARRA DO ROCHA,33618,2903102
RS,TIRADENTES DO SUL,87963,4321477
GO,VILA BOA,93289,5222203
PI,BRASILEIRA,10006,2201960
GO,ITAGUARI,92282,5210562
MG,OLIVEIRA FORTES,49131,3145703
SE,PEDRINHAS,32018,2805109
SP,CRUZÁLIA,63673,3513306
BA,RODELAS,38431,2927101
MG,DATAS,44199,3121001
PB,LAGOA,20630,2508109
RS,CORONEL PILAR,89184,4305934
TO,TUPIRAMA,73458,1721257
MG,ANGELÂNDIA,41688,3102852
RS,NOVO XINGU,89320,4313466
RN,ESPÍRITO SANTO,16691,2403509
SP,CORONEL MACEDO,63533,3512605
TO,APARECIDA DO RIO NEGRO,96970,1701101
MT,NOVA LACERDA,90867,5106182
RS,PROGRESSO,84760,4315156
RO,VALE DO ANARI,698,1101757
RS,MULITERNO,87165,4312625
SP,IBIRÁ,64890,3519402
PR,INAJÁ,76015,2607000
SP,ORIENTE,67830,3534104
GO,TAQUARAL DE GOIÁS,96172,5221007
MG,SERRANÓPOLIS DE MINAS,42382,3166956
RS,MARQUES DE SOUZA,88820,4312054
SP,FLORÍNEA,64238,3516101
PE,SÃO BENEDITO DO SUL,25577,2612901
AL,MAR VERMELHO,27979,2704906
PB,BERNARDINO BATISTA,19500,2502052
PR,NOVA ALIANÇA DO IVAÍ,77151,4116505
TO,BERNARDO SAYÃO,92002,1703206
RS,RODEIO BONITO,88218,4315909
PB,SANTA TERESINHA,21776,2513802
PR,RANCHO ALEGRE,78034,4121307
MS,LAGUNA CARAPÃ,55026,5005251
MG,SÃO JOÃO DA MATA,52450,3162302
MT,NOVA MARILÂNDIA,90166,5108857
BA,SÃO JOSÉ DA VITÓRIA,39926,2929354
PR,CRUZEIRO DO IGUAÇU,74241,4106571
PB,PILÕEZINHOS,21350,2511707
SP,PRACINHA,62120,3540853
BA,ANTÔNIO GONÇALVES,33359,2901809
SC,PAULO LOPES,82414,4212304
RO,PRIMAVERA DE RONDÔNIA,728,1101476
TO,BURITI DO TOCANTINS,92045,1703800
RS,VANINI,84913,4322558
SP,GETULINA,64416,3517000
MG,SÃO BRÁS DO SUAÇUÍ,52175,3160900
SP,SÃO FRANCISCO,70815,2513984
PR,LUIZIANA,75809,4113734
RS,SÃO VALENTIM DO SUL,87840,4319711
SC,IRACEMINHA,80187,4207759
TO,SANTA RITA DO TOCANTINS,73547,1718899
PI,JOCA MARQUES,12408,2205458
SC,RIQUEZA,80560,4215075
RS,ARROIO DO PADRE,89028,4301073
GO,AURILÂNDIA,92517,5202601
RS,JAGUARI,87238,4311106
RO,URUPÁ,566,1101708
RS,CAMARGO,85960,4303558
AM,ITAMARATI,98370,1301951
PE,CALUMBI,23671,2603405
PE,PALMEIRINA,25011,2610103
MG,TIROS,53775,3168903
SP,JABORANDI,65854,2917359
SC,SALTINHO,81523,3545159
PB,OURO VELHO,21130,2510600
MG,MARILAC,48011,3140100
PR,QUATIGUÁ,77933,4120705
MG,ARGIRITA,40878,3104403
SP,ALFREDO MARCONDES,61158,3500808
MT,INDIAVAÍ,99074,5104500
GO,CORUMBAÍBA,93190,5205901
PR,SANTA MARIA DO OESTE,74802,4123857
MG,LEANDRO FERREIRA,47651,3138302
PI,ELISEU MARTINS,10715,2203602
PR,ESPIGÃO ALTO DO IGUAÇU,75329,4107546
MT,PORTO ESTRELA,90182,5106851
SE,NOSSA SENHORA APARECIDA,31356,2804458
MG,CAPETINGA,42471,3112406
MG,FERNANDES TOURINHO,45152,3125804
PI,PORTO,11690,2208502
PE,SANTA FILOMENA,23329,2209203
RN,CARNAÚBA DOS DANTAS,16470,2402402
BA,NOVA REDENÇÃO,37583,2922854
SP,JÚLIO MESQUITA,66176,3525805
SP,RIBEIRÃO BONITO,69590,3542909
SE,TELHA,32450,2807303
MG,JAGUARAÇU,46990,3135001
PB,TENÓRIO,19682,2516755
SP,PONTALINDA,61808,3540259
AL,SÃO MIGUEL DOS MILAGRES,28738,2708709
BA,APUAREMA,33405,2901957
MG,SANTA JULIANA,51535,3157708
GO,SANTA RITA DO NOVO DESTINO,93440,5219456
TO,PIRAQUÊ,73016,1717206
MA,LAJEADO NOVO,7862,2105989
TO,SÃO BENTO DO TOCANTINS,73288,1720101
PI,BREJO DO PIAUÍ,10642,2201988
TO,LAVANDEIRA,73601,1712157
MG,TOCOS DO MOJI,42587,3169059
MS,TAQUARUSSU,98175,5007976
BA,BOM JESUS DA SERRA,33782,2903953
SP,PIQUEROBI,68691,3538303
SC,OURO VERDE,80845,3534807
BA,ARATACA,30732,2902252
GO,DAVINÓPOLIS,93394,2103752
MG,CONGONHAS DO NORTE,43613,3118106
PI,JOÃO COSTA,12386,2205359
MG,MARLIÉRIA,48054,3140308
RS,SÃO DOMINGOS DO SUL,84832,4318051
SE,SÃO DOMINGOS,32352,2513968
RS,SÃO JOSÉ DO HORTÊNCIO,85324,4318481
BA,PIRAÍ DO NORTE,37940,2924678
PI,SÃO GONÇALO DO GURGUÉIA,12610,2209757
TO,DOIS IRMÃOS DO TOCANTINS,93459,1707207
MG,DELFIM MOREIRA,44210,3121100
MG,NACIP RAYDAN,48836,3144201
SC,ABDON BATISTA,80225,4200051
MT,NOVO HORIZONTE DO NORTE,98795,5106273
MT,CANABRAVA DO NORTE,90085,5102694
SC,IBIAM,81400,4206751
RN,TABOLEIRO GRANDE,18732,2413805
RS,CAPITÃO,86509,4304697
BA,BARRO PRETO,33650,2903300
SC,IOMERÊ,81361,4207577
RN,SÃO BENTO DO NORTE,18317,2411601
AL,CARNEIROS,27359,2701803
RS,CAMPINAS DO SUL,85758,4303806
MG,CARVALHÓPOLIS,42935,3114709
BA,ITANAGRA,36196,2915908
MG,LUMINÁRIAS,47732,3138708
SC,DONA EMMA,80993,4205100
RS,MARCELINO RAMOS,87394,4311908
RS,GUABIJU,84867,4309258
MG,SAPUCAÍ-MIRIM,53074,3165404
SP,FLOREAL,64190,3515905
MG,TABULEIRO,53570,3167905
BA,PIRIPÁ,37958,2924702
SP,CAMPOS NOVOS PAULISTA,62979,3509809
PB,SÃO DOMINGOS,19429,2513968
RS,ITAPUCA,86843,4310579
TO,PEQUIZEIRO,92487,1716653
RS,SALVADOR DO SUL,88331,4316501
RS,SÉRIO,87904,4320453
TO,PORTO ALEGRE DO TOCANTINS,92509,1718006
PB,IGARACY,19534,2502607
SC,VARGEÃO,83755,4219101
MG,CORONEL PACHECO,43915,3119609
MG,SENHORA DE OLIVEIRA,53198,3166006
MG,FREI GASPAR,45357,3126802
SP,NOVA GUATAPORANGA,67636,3533106
PI,JÚLIO BORGES,12203,2205524
PB,NOVA FLORESTA,21032,2510105
TO,ITAGUATINS,94099,1710706
PI,MONSENHOR HIPÓLITO,11290,2206506
PB,AGUIAR,19038,2500205
RS,SINIMBU,87947,4320677
TO,JUARINA,73253,1711803
RN,JAPI,17051,2405405
TO,FIGUEIRÓPOLIS,96679,1707652
BA,ARATUÍPE,33456,2902302
PR,JARDIM OLINDA,76457,4112603
BA,CATOLÂNDIA,34479,2907400
TO,PIUM,95478,1717503
SC,AURORA,80373,2301703
AL,SÃO BRÁS,28630,2708204
MG,PRATÁPOLIS,50571,3152907
RN,SANTANA DO SERIDÓ,18252,2411429
MG,OURO VERDE DE MINAS,49239,3146206
PB,SANTO ANDRÉ,19267,2513851
PI,FRANCINÓPOLIS,10790,2204006
PR,ADRIANÓPOLIS,74039,4100202
SE,SANTANA DO SÃO FRANCISCO,31003,2806404
RS,PLANALTO,87971,2925006
PR,LUNARDELLI,84590,4113759
BA,ICHU,35670,2913309
TO,BRASILÂNDIA DO TOCANTINS,73245,1703602
PB,GADO BRAVO,19623,2506251
SC,TUNÁPOLIS,83682,4218756
MG,ARAPUÁ,40754,3103801
MT,APIACÁS,90263,5100805
GO,BURITINÓPOLIS,93262,5203962
RS,GARRUCHOS,86720,4308656
MG,ESTRELA DALVA,44911,3124609
MG,MATUTINA,48232,3141207
AP,CUTIAS,6068,1600212
RS,NOVO CABRAIS,88684,4313391
RN,LUCRÉCIA,17370,2406908
PR,RANCHO ALEGRE DOESTE,74721,4121356
PB,SÃO BENTINHO,19402,2513927
MG,CONQUISTA,43630,3118205
SP,NOVA CASTILHO,62367,3532868
RS,ALEGRIA,85545,4300455
PB,CAIÇARA,19739,2503605
MT,SANTA RITA DO TRIVELATO,91049,5107768
SP,SÃO JOÃO DE IRACEMA,61883,3549250
RS,CAIÇARA,85677,2503605
MG,CONCEIÇÃO DA BARRA DE MINAS,43036,3115201
GO,JESÚPOLIS,92983,5212055
PI,COCAL DE TELHA,12360,2202711
SC,OURO,82317,4211801
PR,JUNDIAÍ DO SUL,76511,4112900
SP,RIBEIRA,69574,3542800
MG,CACHOEIRA DA PRATA,41912,3109600
SP,ESTRELA DO NORTE,64076,3515301
SE,NOSSA SENHORA DE LOURDES,31933,2804706
MG,CATAS ALTAS,41840,3115359
RS,DOUTOR RICARDO,88307,4306759
SC,ARROIO TRINTA,80314,4201604
RS,CAMBARÁ DO SUL,85715,4303608
GO,SANTO ANTÔNIO DA BARRA,93203,5219712
TO,CARMOLÂNDIA,73326,1703883
PR,MIRADOR,77038,2106706
TO,AURORA DO TOCANTINS,92533,1702703
GO,LAGOA SANTA,93602,3137601
RS,POUSO NOVO,85421,4315131
MT,RESERVA DO CABAÇAL,98914,5107156
MT,NOVO SÃO JOAQUIM,98779,5106281
MG,ITAMARATI DE MINAS,46515,3132602
MT,SÃO JOSÉ DO XINGU,90247,5107354
MG,PESCADOR,49999,3150000
SE,MARUIM,31798,2804003
RS,SENTINELA DO SUL,87882,4320354
MG,TAPIRA,53619,3168101
MG,FAMA,45039,3125200
SP,TEJUPÁ,71854,3554201
RS,TRÊS FORQUILHAS,88005,4321832
SP,IRAPURU,65331,3521606
SC,SÃO PEDRO DE ALCÂNTARA,81183,4217253
PR,ÂNGULO,74128,4101150
PE,SANTA CRUZ DA BAIXA VERDE,23043,2612471
PB,PASSAGEM,21156,2409209
RS,SÃO JOSÉ DO HERVAL,85588,4318465
MG,IRAÍ DE MINAS,46310,3131604
MG,TAPARUBA,42420,3168051
MT,GLÓRIA DOESTE,90204,5103957
SP,TAIAÇU,71633,3553104
RS,NOVA RAMADA,88560,4313334
MG,BRAÚNAS,41750,3108800
PR,SANTO INÁCIO,78654,4124509
MG,MORADA NOVA DE MINAS,48690,3143500
RS,REDENTORA,88110,4315404
SP,PIACATU,68551,3537701
MG,PERIQUITO,40568,3149952
MG,ENGENHEIRO CALDAS,44733,3123700
GO,TEREZÓPOLIS DE GOIÁS,93220,5221197
PI,AGRICOLÂNDIA,10014,2200103
MG,TAPIRAÍ,53635,3168200
SE,PEDRA MOLE,31992,2805000
PR,IGUATU,74381,2305506
GO,TURVELÂNDIA,92800,5221551
RS,SANTO EXPEDITO DO SUL,87688,4317954
PR,SANTA LÚCIA,74764,3546900
RS,TIO HUGO,89508,4321469
MS,CORGUINHO,90611,5003108
SP,RINÓPOLIS,69779,3543808
RS,ITATI,89249,4310652
RS,JACUIZINHO,89265,4310876
AL,BATALHA,27138,2201507
MG,SÃO GONÇALO DO ABAETÉ,52337,3161700
SC,ZORTÉA,81825,4219853
PR,NOVA SANTA BÁRBARA,74608,4117214
MG,CONCEIÇÃO DO RIO VERDE,43532,3117702
RS,PINHAL,85340,4314456
PI,LAGOA DE SÃO FRANCISCO,10863,2205573
RN,JUNDIÁ,16306,2406155
PI,FLORESTA DO PIAUÍ,12637,2203859
GO,MONTES CLAROS DE GOIÁS,94714,5213707
PI,VÁRZEA BRANCA,10588,2211357
SC,CAMPO BELO DO SUL,80659,4203402
SP,TUIUTI,61620,3554953
MG,BIQUINHAS,41394,3107000
MA,PORTO RICO DO MARANHÃO,8109,2109056
SE,ITABI,31615,2803104
MG,PASSA VINTE,49557,3147808
BA,MAIQUINIQUE,37010,2920007
PR,CAMPO DO TENENTE,74799,4104105
RS,SÃO PEDRO DO BUTIÁ,87823,4319372
SP,TAPIRAÍ,71714,3168200
PR,DOUTOR ULYSSES,74942,4128633
MG,RIO DOCE,50997,3155009
GO,SANTA ROSA DE GOIÁS,95850,5219506
PR,PORTO BARREIRO,75540,4120150
PI,SÃO JOÃO DA CANABRAVA,11088,2209856
RR,CAROEBE,3000,1400233
BA,TAPIRAMUTÁ,39250,2931301
PB,SÃO MIGUEL DE TAIPU,22012,2515005
MG,GURINHATÃ,45810,3129103
RS,BOM PROGRESSO,86444,4302378
GO,ALTO HORIZONTE,92940,5200555
SP,LAVÍNIA,66311,3526506
PI,CURRALINHOS,12580,2203255
SP,BORACÉIA,62456,3507308
SC,MODELO,82139,4210902
PI,AROEIRAS DO ITAIM,12734,2200954
RN,CORONEL JOÃO PESSOA,16578,2402907
GO,APORÉ,92290,5201504
GO,JOVIÂNIA,94374,5212105
SP,BREJO ALEGRE,62081,3507753
PB,EMAS,20192,2505907
SP,ARAPEÍ,61646,3503158
RN,RIACHO DE SANTANA,18139,2410801
SP,INDIAPORÃ,65153,3520707
PB,CURRAL VELHO,20079,2505303
PR,IPIRANGA,76031,4110508
MG,SANTA BÁRBARA DO TUGÚRIO,51454,3157302
PR,PÉROLA DOESTE,77593,4119004
PR,MANGUEIRINHA,75116,4114401
PR,BOM SUCESSO DO SUL,74160,4103222
BA,ITAGI,36030,2915106
MG,FUNILÂNDIA,45438,3127206
CE,ARNEIROZ,13293,2301505
GO,MONTE ALEGRE DE GOIÁS,94676,5213509
PR,PLANALTINA DO PARANÁ,77739,4119707
PR,DIAMANTE DO NORTE,75396,4107108
TO,SÃO FÉLIX DO TOCANTINS,73105,1720150
SP,ITIRAPUÃ,65757,3523701
GO,EDEALINA,92207,5207352
PE,FERNANDO DE NORONHA,30015,2605459
PR,JUSSARA,76538,2918506
SP,ÁLVARES FLORENCE,61239,3501202
RN,SÃO VICENTE,18570,2413003
RO,PIMENTEIRAS DO OESTE,787,1101468
PB,ASSUNÇÃO,19321,2501351
SP,GUZOLÂNDIA,64793,3518909
SP,BORÁ,62430,3507209
PR,HONÓRIO SERPA,74365,4109658
SC,LACERDÓPOLIS,81817,4209201
RS,BARRACÃO,85359,4102604
RS,PUTINGA,88072,4315206
TO,SÃO SALVADOR DO TOCANTINS,73393,1720259
SP,RUBIÁCEA,69892,3544400
PR,LOBATO,76651,4113601
MG,SANTANA DO JACARÉ,51756,3158805
MG,PRESIDENTE JUSCELINO,50636,2109205
MG,QUARTEL GERAL,50733,3153707
RS,VILA NOVA DO SUL,88102,4323457
PI,CRISTALÂNDIA DO PIAUÍ,10596,2203008
TO,SUCUPIRA,73377,1720853
SC,CORONEL MARTINS,81108,4204459
SP,SALTO GRANDE,70092,3545407
SP,TAIÚVA,71650,3553203
PR,VITORINO,79472,4128708
MS,FIGUEIRÃO,55069,5003900
BA,MUQUÉM DO SÃO FRANCISCO,37460,2922250
PR,PORTO AMAZONAS,77810,4120101
RS,ALMIRANTE TAMANDARÉ DO SUL,89001,4300471
RS,NOVA CANDELÁRIA,88226,4313011
SP,BURITIZAL,62650,3508207
MG,VIRGÍNIA,54356,3171709
SP,TAQUARIVAÍ,61840,3553856
PI,PEDRO LAURENTINO,12491,2207934
TO,LAJEADO,73407,1712009
RS,PINHEIRINHO DO VALE,87408,4314498
MG,PEDRA DO INDAIÁ,49778,3148905
SP,ÁGUAS DE SANTA BÁRBARA,70190,3500550
PR,BARRA DO JACARÉ,74519,4102703
MT,ITAÚBA,98698,5104559
RS,MINAS DO LEÃO,87068,4312252
RN,LAGOA DE PEDRAS,17256,2406304
SC,NOVO HORIZONTE,80764,2923035
MG,DIVINOLÂNDIA DE MINAS,44431,3122207
MG,MEDEIROS,48259,3141306
MG,QUELUZITO,50750,3153806
AP,CALÇOENE,6033,1600204
MG,COMENDADOR GOMES,43370,3116902
RS,ARROIO DO SAL,85308,4301057
MG,CHÁCARA,43176,3115904
MG,FELISBURGO,45110,3125606
SC,PRESIDENTE NEREU,82775,4214102
PR,PRADO FERREIRA,75566,4120333
SC,GUATAMBÚ,80527,4206652
GO,ARAÇU,92312,5201603
RS,SÃO MARTINHO DA SERRA,87785,4319125
PB,MONTADAS,20915,2509503
PR,FIGUEIRA,84573,4107751
SC,PRAIA GRANDE,82716,3541000
RN,SANTA MARIA,16241,2409332
MG,CRUZEIRO DA FORTALEZA,44130,3120706
PB,APARECIDA,19844,2500775
RS,SANTA CECÍLIA DO SUL,89247,4316733
RS,SÃO JOÃO DO POLÊSINE,87700,4318432
SC,CHAPADÃO DO LAGEADO,81701,4204194
SP,SANTO ANTÔNIO DO JARDIM,70637,3548104
RS,ÁGUA SANTA,84948,4300059
RS,SERTÃO SANTANA,87920,4320552
SP,JACI,65919,3524501
CE,GRANJEIRO,13978,2304806
PA,BANNACH,4588,1501253
GO,PALMELO,95133,5215801
PR,RIO BOM,78190,4122107
RR,UIRAMUTÃ,3107,1400704
TO,CRIXÁS DO TOCANTINS,73555,1706258
RN,PARANÁ,17710,2408607
PB,SÃO SEBASTIÃO DO UMBUZEIRO,22055,2515203
PR,FLÓRIDA,75590,4108106
MG,LEME DO PRADO,40967,3138351
MG,BIAS FORTES,41351,3106804
GO,MORRO AGUDO DE GOIÁS,92169,5213855
SC,PLANALTO ALEGRE,80543,4213153
SC,ARVOREDO,80802,4201653
GO,CUMARI,93335,5206602
MG,MONJOLOS,48496,3142502
RN,SERRINHA DOS PINTOS,16209,2413557
TO,ALMAS,92070,1700400
PR,OURIZONA,77291,4117404
PB,LOGRADOURO,19160,2508554
MG,ARAÇAÍ,40630,3103207
MT,NOVO SANTO ANTÔNIO,90948,2206951
SC,BOM JESUS,81388,2201903
AP,SERRA DO NAVIO,6106,1600055
GO,AMARALINA,93386,5200829
GO,SANTA TEREZA DE GOIÁS,95877,5219605
AL,MONTEIRÓPOLIS,28070,2705408
SP,GLICÉRIO,64432,3517109
SP,RIVERSUL,69710,3543501
SP,MONÇÕES,67210,3531001
SP,SÃO JOSÉ DA BELA VISTA,70912,3549508
MG,LAMIM,47570,3137908
PR,QUINTA DO SOL,77992,4121109
RS,COQUEIROS DO SUL,86606,4305850
SC,FORMOSA DO SUL,80888,4205431
MG,LARANJAL,47597,3138005
RN,PARAZINHO,17752,2408805
MG,CAMPANHA,42170,3110905
PE,JUREMA,24678,2205532
MG,MATHIAS LOBATO,54313,3171501
MG,SENADOR AMARAL,40843,3165578
PR,KALORÉ,76554,4113106
TO,RIO DOS BOIS,73415,1718709
TO,SANTA ROSA DO TOCANTINS,92584,1718907
PI,CAMPO LARGO DO PIAUÍ,10740,2202174
PR,ARAPUÃ,75108,4101655
RS,NOVO BARREIRO,87262,4313490
PI,SÃO JOÃO DA FRONTEIRA,12009,2209872
RS,ANDRÉ DA ROCHA,86100,4300661
RS,INHACORÁ,86827,4310413
TO,PAU DARCO,73261,1505551
PR,FAROL,74306,4107553
RS,ESTAÇÃO,85286,4307559
PR,SABÁUDIA,78310,4122701
SC,MAJOR VIEIRA,82031,4210308
MS,NOVO HORIZONTE DO SUL,55042,5006259
MG,SÃO JOSÉ DA SAFIRA,52590,3163003
SP,SANTA CLARA DOESTE,70238,3546108
RS,FORQUETINHA,89222,4308433
RS,VESPASIANO CORRÊA,88781,4322855
RS,SETE DE SETEMBRO,88706,4320578
RN,PASSAGEM,17833,2409209
RS,IMIGRANTE,85782,4310363
MT,SANTA CARMEM,90107,5107248
TO,FÁTIMA,96830,1707553
PR,SANTA CECÍLIA DO PAVÃO,78417,4123204
PR,FÊNIX,75515,4107702
MG,CONCEIÇÃO DO PARÁ,43516,3117603
SP,MAGDA,66672,3528304
PI,PAES LANDIM,11452,2207306
MG,PAINEIRAS,49271,3146404
SP,LUPÉRCIO,66575,3527801
TO,LAGOA DO TOCANTINS,73113,1711951
RS,CAPÃO BONITO DO SUL,89125,4304622
TO,CASEARA,92088,1703909
GO,ANHANGÜERA,92231,5201207
SP,ALVINLÂNDIA,61298,3501509
GO,SANTA CRUZ DE GOIÁS,95796,5219209
SP,COROADOS,63517,3512506
CE,ALTANEIRA,13110,2300606
RS,CATUÍPE,85979,4305009
PB,PEDRO RÉGIS,19747,2512721
